incidence_tb,incidence_tb_HIV,incidence_tb_100000,incidence_tb_HIV_100000
500 ,36 ,14 ,1 
590 ,42 ,18 ,1.2 
660 ,45 ,20 ,1.4 
17 000 ,12 000 ,788 ,566 
18 000 ,13 000 ,852 ,619 
19 000 ,14 000 ,916 ,673 
20 000 ,15 000 ,985 ,731 
21 000 ,16 000 ,1054 ,792 
23 000 ,17 000 ,1119 ,854 
23 000 ,18 000 ,1177 ,901 
24 000 ,18 000 ,1225 ,929 
25 000 ,19 000 ,1259 ,953 
25 000 ,19 000 ,1278 ,965 
25 000 ,19 000 ,1279 ,962 
24 000 ,18 000 ,1259 ,944 
23 000 ,17 000 ,1218 ,909 
22 000 ,16 000 ,1160 ,860 
20 000 ,15 000 ,1084 ,796 
18 000 ,13 000 ,992 ,720 
14 000 ,1 800 ,308 ,40 
14 000 ,1 900 ,308 ,44 
13 000 ,1 800 ,308 ,43 
13 000 ,1 500 ,304 ,37 
12 000 ,1 300 ,299 ,31 
12 000 ,930 ,293 ,23 
11 000 ,430 ,288 ,11 
10 000 ,170 ,282 ,4.5 
9 800 ,160 ,277 ,4.7 
9 200 ,160 ,272 ,4.8 
8 700 ,160 ,267 ,4.9 
8 300 ,160 ,262 ,5 
8 000 ,160 ,256 ,5 
7 700 ,150 ,250 ,5 
7 300 ,150 ,245 ,4.9 
7 000 ,140 ,240 ,4.8 
2 500 ,55 ,40 ,0.87 
2 500 ,120 ,40 ,1.9 
2 500 ,98 ,40 ,1.6 
2 500 ,180 ,40 ,2.9 
2 500 ,210 ,40 ,3.4 
2 500 ,,40 ,
2 500 ,,40 ,
2 400 ,,40 ,
2 400 ,,40 ,
2 400 ,,40 ,
2 300 ,,40 ,
2 300 ,,40 ,
2 200 ,,40 ,
2 200 ,,40 ,
2 200 ,,40 ,
2 100 ,,40 ,
1 600 ,59 ,56 ,2 
1 800 ,63 ,62 ,2.2 
1 900 ,60 ,65 ,2 
2 000 ,51 ,68 ,1.7 
2 200 ,20 ,70 ,0.64 
2 300 ,25 ,73 ,0.8 
2 400 ,470 ,76 ,15 
2 500 ,2 000 ,78 ,62 
2 600 ,2 300 ,80 ,69 
2 700 ,1 700 ,83 ,51 
2 900 ,280 ,86 ,8.4 
3 000 ,10 ,89 ,0.29 
3 200 ,10 ,93 ,0.3 
3 300 ,11 ,97 ,0.31 
3 500 ,11 ,100 ,0.31 
3 600 ,11 ,102 ,0.31 
34 ,3 ,6.1 ,0.51 
28 ,2 ,5.0 ,0.41 
44 ,4 ,8.0 ,0.65 
52 ,4 ,9.7 ,0.77 
29 ,2 ,5.5 ,0.43 
33 ,3 ,6.6 ,0.5 
31 ,2 ,6.3 ,0.46 
32 ,2 ,6.6 ,0.47 
45 ,3 ,9.4 ,0.65 
38 ,2 ,8.2 ,0.54 
43 ,3 ,9.3 ,0.59 
36 ,2 ,7.9 ,0.48 
62 ,4 ,14 ,0.81 
36 ,2 ,8.0 ,0.45 
36 ,2 ,8.1 ,0.44 
51 ,3 ,12 ,0.6 
57 000 ,3 600 ,236 ,15 
55 000 ,3 400 ,235 ,14 
53 000 ,3 200 ,233 ,14 
53 000 ,3 200 ,236 ,14 
52 000 ,3 200 ,238 ,15 
51 000 ,3 300 ,241 ,15 
50 000 ,3 300 ,244 ,16 
49 000 ,3 500 ,248 ,18 
49 000 ,3 700 ,252 ,19 
48 000 ,3 900 ,257 ,20 
48 000 ,4 000 ,262 ,22 
48 000 ,4 200 ,268 ,24 
47 000 ,4 300 ,273 ,25 
47 000 ,4 400 ,280 ,26 
46 000 ,4 300 ,286 ,26 
46 000 ,4 100 ,293 ,26 
33 000 ,18 000 ,193 ,104 
38 000 ,20 000 ,227 ,121 
42 000 ,23 000 ,261 ,145 
46 000 ,28 000 ,294 ,177 
48 000 ,32 000 ,312 ,213 
49 000 ,36 000 ,332 ,245 
50 000 ,35 000 ,352 ,246 
51 000 ,33 000 ,370 ,237 
52 000 ,34 000 ,383 ,249 
51 000 ,36 000 ,392 ,277 
51 000 ,36 000 ,397 ,284 
49 000 ,36 000 ,397 ,287 
48 000 ,35 000 ,397 ,290 
47 000 ,34 000 ,396 ,291 
45 000 ,33 000 ,394 ,291 
44 000 ,32 000 ,392 ,290 
27 000 ,1 500 ,89 ,4.8 
28 000 ,1 700 ,93 ,5.5 
27 000 ,1 800 ,91 ,6.1 
25 000 ,1 800 ,87 ,6.3 
23 000 ,1 800 ,80 ,6.3 
21 000 ,2 000 ,76 ,7.1 
20 000 ,2 200 ,72 ,8 
20 000 ,2 400 ,72 ,8.9 
19 000 ,2 400 ,69 ,9 
18 000 ,2 400 ,70 ,9 
18 000 ,2 100 ,69 ,8.1 
17 000 ,1 800 ,68 ,7 
18 000 ,1 500 ,73 ,6 
17 000 ,1 400 ,68 ,5.6 
17 000 ,1 400 ,71 ,5.9 
17 000 ,1 400 ,74 ,6.1 
190 ,0 ,53 ,0.05 
160 ,0 ,44 ,0.04 
140 ,0 ,41 ,0.04 
140 ,0 ,40 ,0.04 
110 ,0 ,32 ,0.03 
120 ,0 ,36 ,0.04 
130 ,0 ,38 ,0.04 
150 ,0 ,47 ,0.05 
160 ,0 ,50 ,0.05 
120 ,0 ,40 ,0.04 
150 ,0 ,50 ,0.05 
150 ,0 ,50 ,0.05 
170 ,0 ,58 ,0.06 
160 ,0 ,54 ,0.06 
170 ,0 ,61 ,0.06 
170 ,0 ,59 ,0.06 
10 000 ,1 400 ,57 ,7.7 
9 800 ,840 ,58 ,4.9 
9 900 ,670 ,60 ,4.1 
9 800 ,710 ,61 ,4.4 
9 700 ,1 100 ,62 ,7.1 
9 500 ,1 500 ,63 ,10 
9 400 ,1 500 ,64 ,10 
9 200 ,1 500 ,65 ,10 
9 100 ,1 500 ,66 ,11 
9 000 ,1 500 ,68 ,11 
8 900 ,1 500 ,69 ,12 
8 800 ,1 500 ,71 ,12 
8 800 ,1 500 ,73 ,13 
8 700 ,1 600 ,74 ,14 
8 600 ,1 600 ,76 ,14 
8 500 ,1 700 ,77 ,15 
37 ,7 ,8.8 ,1.6 
52 ,2 ,12 ,0.5 
58 ,1 ,14 ,0.31 
48 ,2 ,12 ,0.41 
35 ,3 ,8.3 ,0.79 
33 ,4 ,8.1 ,0.88 
48 ,5 ,12 ,1.3 
55 ,6 ,14 ,1.5 
44 ,4 ,11 ,1.1 
35 ,3 ,8.6 ,0.74 
25 ,2 ,6.4 ,0.45 
21 ,1 ,5.2 ,0.27 
8 ,0 ,2.0 ,0.1 
28 ,1 ,7.1 ,0.32 
18 ,1 ,4.7 ,0.19 
18 ,1 ,4.8 ,0.18 
180 ,0 ,344 ,0.67 
180 ,0 ,335 ,0.68 
190 ,0 ,354 ,0.89 
180 ,0 ,345 ,0.48 
170 ,0 ,331 ,0.26 
240 ,1 ,460 ,1.6 
180 ,1 ,337 ,1.5 
160 ,0 ,299 ,0.64 
200 ,0 ,379 ,0.27 
170 ,0 ,334 ,0.25 
140 ,0 ,267 ,0.3 
150 ,,281 ,
75 ,,144 ,
64 ,,122 ,
70 ,,134 ,
43 ,,81 ,
4 300 ,440 ,107 ,11 
4 400 ,470 ,111 ,12 
4 400 ,490 ,115 ,13 
4 600 ,530 ,121 ,14 
4 700 ,570 ,128 ,15 
4 900 ,610 ,135 ,17 
5 000 ,650 ,143 ,18 
5 200 ,690 ,151 ,20 
5 300 ,720 ,160 ,22 
5 500 ,760 ,170 ,24 
5 700 ,800 ,181 ,25 
5 900 ,840 ,193 ,27 
6 100 ,870 ,206 ,29 
6 400 ,890 ,220 ,31 
6 600 ,900 ,235 ,32 
6 800 ,890 ,250 ,33 
280 ,35 ,22 ,2.7 
280 ,34 ,22 ,2.7 
260 ,30 ,21 ,2.4 
260 ,26 ,21 ,2.1 
270 ,20 ,21 ,1.6 
270 ,18 ,22 ,1.4 
270 ,20 ,22 ,1.6 
270 ,22 ,22 ,1.8 
280 ,19 ,22 ,1.6 
280 ,12 ,23 ,0.95 
280 ,8 ,23 ,0.68 
280 ,6 ,23 ,0.53 
280 ,5 ,24 ,0.45 
290 ,5 ,24 ,0.44 
290 ,5 ,24 ,0.43 
290 ,5 ,24 ,0.4 
27 000 ,3 000 ,21 ,2.3 
26 000 ,2 000 ,21 ,1.6 
25 000 ,1 900 ,21 ,1.5 
25 000 ,2 000 ,21 ,1.7 
25 000 ,3 300 ,21 ,2.7 
24 000 ,1 300 ,21 ,1.1 
24 000 ,1 200 ,20 ,1 
23 000 ,1 100 ,20 ,0.99 
23 000 ,1 100 ,20 ,0.99 
23 000 ,1 100 ,20 ,1 
23 000 ,1 100 ,21 ,1 
24 000 ,1 200 ,22 ,1.1 
25 000 ,1 200 ,23 ,1.2 
26 000 ,1 300 ,25 ,1.3 
28 000 ,1 400 ,27 ,1.4 
30 000 ,1 600 ,29 ,1.5 
130 ,,124 ,
230 ,,226 ,
210 ,,198 ,
180 ,,174 ,
190 ,,179 ,
200 ,,198 ,
190 ,,178 ,
200 ,,196 ,
170 ,,167 ,
130 ,,123 ,
120 ,,115 ,
150 ,,138 ,
130 ,,124 ,
160 ,,148 ,
130 ,,121 ,
110 ,,106 ,
0 ,,0,
0 ,,0,
0 ,,0.8 ,
1 ,,1.6 ,
1 ,,2.3 ,
1 ,,3.1 ,
1 ,,2.7 ,
1 ,,2.3 ,
1 ,,2.0 ,
1 ,,1.6 ,
0 ,,1.2 ,
0 ,,0.8 ,
0 ,,0.4 ,
0 ,,0,
0 ,,0,
0 ,,0,
13 000 ,10 ,428 ,0.34 
12 000 ,10 ,428 ,0.35 
12 000 ,8 ,428 ,0.29 
12 000 ,6 ,428 ,0.21 
12 000 ,4 ,428 ,0.14 
12 000 ,3 ,428 ,0.12 
11 000 ,4 ,428 ,0.16 
11 000 ,6 ,428 ,0.21 
11 000 ,9 ,428 ,0.35 
11 000 ,8 ,428 ,0.3 
11 000 ,5 ,428 ,0.21 
11 000 ,4 ,428 ,0.15 
11 000 ,2 ,428 ,0.1 
10 000 ,2 ,428 ,0.07 
10 000 ,1 ,428 ,0.05 
10 000 ,1 ,428 ,0.03 
130 ,1 ,21 ,0.17 
130 ,1 ,21 ,0.11 
140 ,1 ,22 ,0.09 
110 ,0 ,18 ,0.04 
130 ,0 ,20 ,0.03 
130 ,0 ,20 ,0.08 
130 ,0 ,21 ,0.05 
150 ,0 ,24 ,0.02 
170 ,0 ,27 ,0.02 
190 ,0 ,31 ,0.02 
180 ,0 ,29 ,0.02 
37 000 ,790 ,107 ,2.3 
36 000 ,770 ,106 ,2.3 
35 000 ,740 ,104 ,2.2 
34 000 ,730 ,103 ,2.2 
33 000 ,720 ,101 ,2.2 
32 000 ,700 ,100 ,2.2 
31 000 ,670 ,99 ,2.1 
31 000 ,650 ,99 ,2.1 
31 000 ,630 ,99 ,2 
30 000 ,600 ,99 ,2 
30 000 ,580 ,100 ,1.9 
31 000 ,550 ,102 ,1.8 
31 000 ,520 ,104 ,1.7 
32 000 ,490 ,108 ,1.7 
33 000 ,450 ,112 ,1.5 
34 000 ,410 ,118 ,1.4 
154 000 ,79 000 ,551 ,284 
150 000 ,78 000 ,551 ,287 
146 000 ,79 000 ,551 ,299 
142 000 ,82 000 ,551 ,321 
137 000 ,83 000 ,548 ,332 
132 000 ,83 000 ,545 ,341 
128 000 ,82 000 ,540 ,346 
123 000 ,73 000 ,536 ,318 
119 000 ,57 000 ,531 ,254 
114 000 ,54 000 ,526 ,249 
110 000 ,52 000 ,523 ,245 
107 000 ,49 000 ,520 ,240 
103 000 ,47 000 ,518 ,235 
100 000 ,44 000 ,517 ,229 
97 000 ,42 000 ,515 ,221 
94 000 ,39 000 ,513 ,212 
197 000 ,17 000 ,365 ,32 
197 000 ,18 000 ,369 ,33 
197 000 ,18 000 ,373 ,35 
198 000 ,19 000 ,376 ,36 
198 000 ,20 000 ,380 ,38 
199 000 ,21 000 ,384 ,40 
200 000 ,21 000 ,388 ,41 
200 000 ,22 000 ,392 ,42 
201 000 ,22 000 ,396 ,43 
201 000 ,22 000 ,400 ,44 
202 000 ,22 000 ,403 ,44 
201 000 ,22 000 ,406 ,44 
201 000 ,22 000 ,408 ,44 
200 000 ,21 000 ,410 ,43 
198 000 ,20 000 ,411 ,41 
196 000 ,18 000 ,411 ,38 
12 000 ,4 900 ,489 ,199 
11 000 ,4 900 ,474 ,202 
12 000 ,5 400 ,511 ,229 
13 000 ,5 900 ,546 ,255 
14 000 ,6 900 ,603 ,308 
14 000 ,7 700 ,643 ,353 
15 000 ,8 700 ,696 ,404 
17 000 ,10 000 ,794 ,471 
17 000 ,10 000 ,832 ,489 
18 000 ,11 000 ,893 ,527 
19 000 ,11 000 ,920 ,545 
19 000 ,11 000 ,938 ,559 
18 000 ,11 000 ,915 ,547 
17 000 ,9 900 ,848 ,508 
16 000 ,9 800 ,846 ,505 
13 000 ,8 000 ,711 ,422 
12 ,,113 ,
9 ,,90 ,
8 ,,78 ,
7 ,,67 ,
6 ,,57 ,
3 ,,34 ,
5 ,,46 ,
6 ,,57 ,
3 ,,34 ,
14 ,,137 ,
13 ,,125 ,
7 ,,65 ,
3 ,,34 ,
6 ,,57 ,
3 ,,34 ,
5 ,,46 ,
44 000 ,1 900 ,156 ,6.7 
44 000 ,2 000 ,158 ,7.2 
44 000 ,2 100 ,159 ,7.6 
44 000 ,2 200 ,161 ,8.1 
44 000 ,2 300 ,162 ,8.5 
44 000 ,2 400 ,163 ,8.9 
43 000 ,2 500 ,164 ,9.2 
43 000 ,2 500 ,164 ,9.5 
43 000 ,2 500 ,164 ,9.7 
42 000 ,2 500 ,164 ,9.7 
42 000 ,2 500 ,163 ,9.7 
41 000 ,2 300 ,163 ,9.3 
41 000 ,2 100 ,163 ,8.6 
40 000 ,1 900 ,163 ,7.6 
39 000 ,1 600 ,163 ,6.5 
39 000 ,1 200 ,163 ,5.2 
980 ,71 ,5.8 ,0.42 
940 ,51 ,5.5 ,0.3 
960 ,34 ,5.7 ,0.2 
1 100 ,34 ,6.3 ,0.2 
1 100 ,38 ,6.7 ,0.23 
1 200 ,44 ,7.1 ,0.27 
1 300 ,52 ,7.8 ,0.31 
1 100 ,44 ,6.7 ,0.27 
1 100 ,41 ,6.5 ,0.25 
1 200 ,42 ,7.0 ,0.26 
1 300 ,46 ,7.9 ,0.28 
1 500 ,52 ,9.3 ,0.32 
1 500 ,50 ,9.3 ,0.31 
1 600 ,50 ,9.7 ,0.31 
1 600 ,50 ,10 ,0.31 
1 400 ,42 ,9.0 ,0.27 
340 ,1 ,7.4 ,0.03 
340 ,3 ,7.6 ,0.07 
310 ,0 ,7.0 ,0.01 
340 ,6 ,7.6 ,0.13 
350 ,6 ,8.0 ,0.14 
350 ,6 ,7.9 ,0.13 
340 ,5 ,7.9 ,0.13 
340 ,5 ,7.8 ,0.12 
320 ,5 ,7.4 ,0.11 
400 ,6 ,9.4 ,0.13 
380 ,5 ,9.2 ,0.13 
430 ,6 ,10 ,0.14 
490 ,6 ,12 ,0.16 
380 ,5 ,9.6 ,0.12 
430 ,5 ,11 ,0.14 
400 ,5 ,10 ,0.12 
3 100 ,150 ,51 ,2.5 
3 300 ,160 ,55 ,2.6 
3 400 ,150 ,58 ,2.5 
3 500 ,140 ,59 ,2.4 
3 400 ,130 ,58 ,2.2 
3 100 ,130 ,53 ,2.2 
2 900 ,120 ,50 ,2.1 
2 900 ,130 ,52 ,2.3 
2 900 ,130 ,52 ,2.3 
2 500 ,120 ,46 ,2.1 
2 400 ,120 ,44 ,2.1 
2 800 ,140 ,52 ,2.7 
2 900 ,150 ,54 ,2.9 
2 600 ,150 ,51 ,2.8 
3 100 ,180 ,60 ,3.5 
3 000 ,180 ,60 ,3.6 
19 000 ,1 000 ,95 ,5.2 
19 000 ,1 300 ,98 ,6.8 
19 000 ,1 500 ,102 ,8.2 
19 000 ,1 700 ,105 ,9.6 
18 000 ,1 900 ,109 ,11 
18 000 ,2 000 ,113 ,12 
18 000 ,2 000 ,118 ,13 
19 000 ,2 000 ,123 ,14 
19 000 ,2 200 ,129 ,15 
19 000 ,2 400 ,136 ,17 
19 000 ,2 600 ,143 ,19 
20 000 ,2 700 ,151 ,21 
20 000 ,2 800 ,159 ,23 
20 000 ,2 900 ,168 ,24 
21 000 ,3 000 ,179 ,26 
21 000 ,3 000 ,191 ,27 
586 000 ,100 000 ,322 ,55 
571 000 ,110 000 ,322 ,62 
584 000 ,126 000 ,338 ,73 
570 000 ,136 000 ,339 ,81 
555 000 ,139 000 ,339 ,85 
541 000 ,136 000 ,339 ,86 
528 000 ,136 000 ,340 ,88 
515 000 ,140 000 ,341 ,92 
503 000 ,139 000 ,342 ,94 
491 000 ,137 000 ,343 ,95 
478 000 ,134 000 ,343 ,96 
465 000 ,131 000 ,342 ,97 
450 000 ,128 000 ,339 ,96 
434 000 ,124 000 ,336 ,96 
417 000 ,119 000 ,331 ,94 
399 000 ,112 000 ,325 ,91 
0 ,,8.1 ,
0 ,,0,
0 ,,0,
0 ,,0,
1 ,,81 ,
0 ,,0,
0 ,,0,
0 ,,0,
0 ,,0,
0 ,,0,
0 ,,0,
0 ,,0,
0 ,,0,
5 ,,254 ,
0 ,,0,
0 ,,0,
330 ,8 ,6.3 ,0.15 
350 ,8 ,6.8 ,0.16 
420 ,9 ,8.2 ,0.18 
390 ,8 ,7.9 ,0.17 
370 ,8 ,7.4 ,0.15 
340 ,7 ,6.9 ,0.14 
380 ,7 ,7.8 ,0.15 
340 ,6 ,7.2 ,0.13 
330 ,6 ,6.9 ,0.13 
320 ,6 ,6.8 ,0.12 
320 ,6 ,6.9 ,0.12 
330 ,6 ,7.1 ,0.12 
380 ,6 ,8.4 ,0.14 
280 ,5 ,6.2 ,0.1 
320 ,5 ,7.0 ,0.11 
250 ,4 ,5.7 ,0.09 
380 ,4 ,8.4 ,0.08 
410 ,6 ,9.7 ,0.13 
380 ,6 ,9.7 ,0.16 
440 ,7 ,12 ,0.21 
390 ,6 ,12 ,0.17 
350 ,4 ,12 ,0.14 
380 ,5 ,14 ,0.16 
400 ,7 ,15 ,0.27 
380 ,11 ,15 ,0.42 
390 ,14 ,15 ,0.56 
300 ,13 ,12 ,0.53 
340 ,16 ,14 ,0.67 
290 ,15 ,12 ,0.63 
330 ,16 ,14 ,0.7 
340 ,15 ,15 ,0.68 
370 ,16 ,16 ,0.72 
510 000 ,8 800 ,270 ,4.6 
500 000 ,7 800 ,270 ,4.2 
498 000 ,6 900 ,275 ,3.8 
489 000 ,6 000 ,276 ,3.4 
479 000 ,5 100 ,276 ,2.9 
469 000 ,4 300 ,276 ,2.5 
459 000 ,3 500 ,276 ,2.1 
449 000 ,2 900 ,276 ,1.8 
440 000 ,2 400 ,276 ,1.5 
431 000 ,2 100 ,276 ,1.3 
423 000 ,1 800 ,276 ,1.1 
414 000 ,1 500 ,276 ,0.99 
406 000 ,1 300 ,276 ,0.87 
397 000 ,1 100 ,275 ,0.76 
389 000 ,960 ,275 ,0.68 
381 000 ,830 ,275 ,0.6 
16 ,0 ,76 ,0.06 
16 ,0 ,76 ,0.33 
9 ,0 ,44 ,0.51 
5 ,0 ,22 ,0.37 
14 ,0 ,67 ,0.54 
22 ,0 ,107 ,0.34 
22 ,0 ,107 ,0.12 
17 ,0 ,82 ,0.06 
13 ,0 ,63 ,0.04 
14 ,0 ,69 ,0.05 
12 ,0 ,58 ,0.05 
6 ,0 ,29 ,0.03 
10 ,,53 ,
13 ,,65 ,
13 ,,65 ,
12 ,,65 ,
2 000 ,230 ,50 ,5.7 
1 800 ,220 ,47 ,5.6 
1 800 ,230 ,48 ,6.1 
1 900 ,280 ,51 ,7.4 
2 000 ,310 ,55 ,8.5 
1 900 ,290 ,53 ,7.9 
1 900 ,300 ,54 ,8.4 
2 000 ,330 ,58 ,9.4 
2 000 ,320 ,58 ,9.2 
2 000 ,300 ,61 ,8.9 
2 000 ,260 ,62 ,7.9 
2 100 ,270 ,65 ,8.3 
2 000 ,260 ,63 ,8.1 
2 000 ,250 ,63 ,8 
2 100 ,280 ,70 ,8.9 
1 500 ,190 ,48 ,6.2 
33 000 ,4 900 ,432 ,64 
32 000 ,4 800 ,432 ,64 
32 000 ,4 600 ,432 ,63 
31 000 ,4 500 ,432 ,63 
30 000 ,4 500 ,432 ,64 
30 000 ,4 400 ,432 ,64 
29 000 ,4 300 ,432 ,65 
28 000 ,4 300 ,432 ,65 
28 000 ,4 200 ,432 ,66 
27 000 ,4 200 ,432 ,67 
26 000 ,4 100 ,432 ,68 
26 000 ,4 000 ,432 ,68 
25 000 ,3 900 ,432 ,67 
24 000 ,3 700 ,432 ,65 
24 000 ,3 400 ,432 ,62 
23 000 ,3 100 ,432 ,58 
2 700 ,240 ,41 ,3.6 
2 600 ,260 ,39 ,3.9 
2 600 ,260 ,40 ,4 
2 800 ,220 ,44 ,3.4 
2 700 ,310 ,43 ,4.9 
2 600 ,400 ,42 ,6.5 
2 700 ,320 ,44 ,5.1 
2 600 ,140 ,42 ,2.4 
2 600 ,52 ,44 ,0.87 
2 800 ,56 ,48 ,0.95 
2 500 ,49 ,43 ,0.84 
2 700 ,52 ,47 ,0.9 
2 600 ,50 ,47 ,0.89 
2 400 ,44 ,44 ,0.8 
2 400 ,41 ,44 ,0.77 
2 200 ,37 ,42 ,0.69 
37 000 ,2 300 ,119 ,7.2 
38 000 ,2 200 ,121 ,7.2 
37 000 ,2 200 ,122 ,7.3 
37 000 ,1 800 ,123 ,5.9 
39 000 ,1 100 ,131 ,3.8 
39 000 ,780 ,132 ,2.6 
40 000 ,600 ,137 ,2.1 
40 000 ,800 ,140 ,2.8 
41 000 ,1 900 ,143 ,6.6 
43 000 ,2 000 ,153 ,7.2 
42 000 ,2 000 ,153 ,7.4 
42 000 ,2 100 ,153 ,7.6 
40 000 ,2 000 ,149 ,7.5 
45 000 ,2 300 ,170 ,8.7 
46 000 ,2 400 ,177 ,9.3 
48 000 ,2 600 ,186 ,10 
324 000 ,4 300 ,322 ,4.3 
319 000 ,3 800 ,322 ,3.8 
314 000 ,3 100 ,322 ,3.2 
309 000 ,2 600 ,322 ,2.7 
304 000 ,2 100 ,322 ,2.2 
300 000 ,1 700 ,322 ,1.8 
295 000 ,1 300 ,322 ,1.5 
291 000 ,1 100 ,322 ,1.2 
289 000 ,880 ,325 ,0.98 
290 000 ,750 ,331 ,0.85 
290 000 ,650 ,337 ,0.75 
290 000 ,570 ,343 ,0.67 
290 000 ,500 ,349 ,0.6 
289 000 ,440 ,355 ,0.54 
288 000 ,390 ,362 ,0.49 
287 000 ,330 ,368 ,0.43 
7 200 ,140 ,19 ,0.37 
7 500 ,140 ,19 ,0.37 
8 100 ,150 ,21 ,0.39 
8 100 ,150 ,21 ,0.38 
9 100 ,160 ,24 ,0.42 
8 100 ,140 ,21 ,0.36 
8 800 ,150 ,23 ,0.38 
8 500 ,140 ,22 ,0.36 
9 200 ,150 ,24 ,0.38 
9 200 ,140 ,24 ,0.37 
9 400 ,140 ,25 ,0.37 
10 000 ,140 ,26 ,0.38 
12 000 ,160 ,30 ,0.42 
12 000 ,160 ,30 ,0.41 
12 000 ,150 ,30 ,0.4 
13 000 ,160 ,33 ,0.42 
2 400 ,350 ,23 ,3.4 
2 500 ,350 ,24 ,3.3 
2 700 ,360 ,26 ,3.5 
2 900 ,370 ,27 ,3.5 
2 900 ,350 ,27 ,3.3 
3 000 ,380 ,28 ,3.6 
3 100 ,420 ,29 ,3.9 
3 200 ,490 ,31 ,4.6 
3 400 ,580 ,32 ,5.5 
3 700 ,720 ,35 ,6.8 
3 800 ,840 ,36 ,8 
4 200 ,1 100 ,40 ,10 
4 600 ,1 100 ,44 ,11 
5 000 ,1 200 ,49 ,11 
5 000 ,1 100 ,48 ,11 
4 900 ,1 000 ,47 ,10 
760 ,1 ,34 ,0.03 
530 ,0 ,25 ,0.02 
670 ,1 ,32 ,0.05 
840 ,2 ,42 ,0.1 
640 ,2 ,33 ,0.09 
670 ,1 ,38 ,0.06 
710 ,1 ,45 ,0.04 
650 ,0 ,47 ,0.01 
460 ,0 ,39 ,0.01 
390 ,0 ,39 ,0.04 
370 ,1 ,45 ,0.08 
310 ,1 ,43 ,0.08 
320 ,0 ,48 ,0.06 
320 ,,50 ,
330 ,,53 ,
320 ,,54 ,
40 000 ,480 ,80 ,0.95 
43 000 ,490 ,86 ,0.98 
44 000 ,480 ,89 ,0.97 
47 000 ,480 ,94 ,0.97 
49 000 ,480 ,100 ,0.98 
47 000 ,430 ,96 ,0.89 
46 000 ,400 ,95 ,0.83 
43 000 ,360 ,89 ,0.74 
45 000 ,350 ,93 ,0.72 
45 000 ,330 ,94 ,0.69 
46 000 ,310 ,96 ,0.66 
37 000 ,240 ,78 ,0.5 
39 000 ,230 ,84 ,0.5 
37 000 ,200 ,80 ,0.44 
40 000 ,200 ,86 ,0.42 
23 000 ,100 ,50 ,0.22 
6 200 ,550 ,152 ,13 
6 200 ,460 ,153 ,11 
6 500 ,420 ,159 ,10 
6 500 ,390 ,160 ,9.6 
6 600 ,400 ,162 ,9.7 
6 700 ,380 ,165 ,9.3 
6 900 ,370 ,169 ,9 
7 100 ,360 ,172 ,8.8 
7 200 ,190 ,175 ,4.7 
7 300 ,60 ,176 ,1.4 
7 300 ,11 ,176 ,0.26 
7 200 ,10 ,173 ,0.24 
7 000 ,9 ,168 ,0.22 
6 800 ,8 ,162 ,0.2 
6 500 ,7 ,155 ,0.17 
6 200 ,6 ,148 ,0.14 
16 000 ,420 ,84 ,2.2 
17 000 ,480 ,87 ,2.5 
18 000 ,480 ,90 ,2.4 
19 000 ,420 ,93 ,2.1 
20 000 ,490 ,97 ,2.4 
21 000 ,680 ,105 ,3.4 
24 000 ,810 ,116 ,3.9 
26 000 ,850 ,124 ,4.1 
28 000 ,870 ,131 ,4.2 
29 000 ,890 ,139 ,4.2 
31 000 ,910 ,147 ,4.2 
33 000 ,910 ,154 ,4.2 
35 000 ,910 ,161 ,4.2 
37 000 ,910 ,168 ,4.1 
38 000 ,890 ,175 ,4.1 
40 000 ,900 ,181 ,4.1 
115 000 ,11 000 ,80 ,7.9 
118 000 ,9 100 ,82 ,6.4 
122 000 ,7 800 ,85 ,5.5 
122 000 ,6 900 ,85 ,4.8 
130 000 ,5 900 ,91 ,4.1 
144 000 ,6 200 ,101 ,4.3 
160 000 ,12 000 ,112 ,8.1 
171 000 ,9 000 ,119 ,6.3 
181 000 ,4 000 ,126 ,2.8 
190 000 ,4 300 ,132 ,3 
196 000 ,4 000 ,136 ,2.8 
199 000 ,3 700 ,138 ,2.6 
199 000 ,3 300 ,138 ,2.3 
197 000 ,3 000 ,136 ,2.1 
193 000 ,2 600 ,132 ,1.8 
187 000 ,2 300 ,128 ,1.6 
6 600 ,1 800 ,56 ,15 
7 100 ,1 800 ,63 ,16 
7 600 ,1 900 ,69 ,17 
8 200 ,2 100 ,76 ,20 
8 700 ,2 500 ,82 ,23 
9 100 ,2 800 ,88 ,28 
9 300 ,3 100 ,93 ,31 
9 400 ,3 300 ,96 ,34 
9 300 ,3 500 ,98 ,37 
9 200 ,3 800 ,100 ,41 
9 100 ,4 100 ,101 ,46 
9 000 ,4 200 ,102 ,48 
8 800 ,4 300 ,101 ,49 
8 600 ,4 400 ,100 ,51 
8 300 ,4 400 ,99 ,52 
7 800 ,4 300 ,98 ,53 
3 ,0 ,5.1 ,0.7 
8 ,2 ,15 ,3.7 
0 ,0 ,0,0
2 ,0 ,4.3 ,0 
1 ,0 ,2.2 ,0 
2 ,0 ,4.4 ,0 
5 ,0 ,8.9 ,0.01 
6 ,0 ,11 ,0.6 
5 ,5 ,9.1 ,9.1 
1 ,,2.3 ,
0 ,,0,
2 ,,4.7 ,
1 ,,2.4 ,
3 ,,7.4 ,
2 ,,5.0 ,
0 ,,0,
